테이블명,테이블 설명,모듈구분,시스템 테이블,컬렴명,컬렴설명,데이터 타입,NOT NULL,PK 여부,FK 여부,참조 테이블,참조 컬럼
HRA100,HR.사원기본정보,NULL,,luna_yn,음력여부,Check,,,,,
HRA100,HR.사원기본정보,NULL,,bs_cd,귀속사업장코드,Text,1,,,,
HRA100,HR.사원기본정보,NULL,,work_bs,근무사업장코드,Text,,,,,
HRA100,HR.사원기본정보,NULL,,fac_cd,근무공장코드,Text,,,,,
HRA100,HR.사원기본정보,NULL,,wc_cd,근무작업장코드,Text,,,,,
HRA100,HR.사원기본정보,NULL,,prod_yn,생산인원여부,Check,,,,,
HRA100,HR.사원기본정보,NULL,,cc_cd,원가부문,Text,,,,,
HRA100,HR.사원기본정보,NULL,,prod_rt,투입공수율,Decimal,,,,,
HRA100,HR.사원기본정보,NULL,,sum_bc,집계구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,eval_bc,고과집계구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,dept_cd,귀속부서코드,Text,1,,,,
HRA100,HR.사원기본정보,NULL,,work_dept,근무부서코드,Text,,,,,
HRA100,HR.사원기본정보,NULL,,stat_bc,근무상태구분,Combo,1,,,,
HRA100,HR.사원기본정보,NULL,,pay_bc,급여구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,pay_kd,급여형태,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,work_bc,근무직구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,work_kd,근무직유형,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,hire_dt,입사일자_비정규포함,Date,1,,,,
HRA100,HR.사원기본정보,NULL,,hire2_dt,정규입사일,Date,,,,,
HRA100,HR.사원기본정보,NULL,,pro_fr,수습시작일,Date,,,,,
HRA100,HR.사원기본정보,NULL,,pro_to,수습종료일,Date,,,,,
HRA100,HR.사원기본정보,NULL,,retr_dt,퇴직일자,Date,,,,,
HRA100,HR.사원기본정보,NULL,,retr_bc,퇴직구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,retr_rmk,퇴직사유,Text,,,,,
HRA100,HR.사원기본정보,NULL,,hire_bc,입사구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,entr_bc,채용구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,duty_bc,직책구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,rank_bc,직급구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,step_bc,호봉구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,high_bc,직위구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,kind_bc,직종구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,job_bc,직무구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,grp_bc,직군구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,part_bc,교대조구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,send_bc,파견처구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,send_dt,파견일자,Date,,,,,
HRA100,HR.사원기본정보,NULL,,old_emp,구사번,Text,,,,,
HRA100,HR.사원기본정보,NULL,,ent_bc,입력구분,Combo,,,,,
HRA100,HR.사원기본정보,NULL,,rmks,비고,Text,,,,,
HRA100,HR.사원기본정보,NULL,,cid,생성자,Int,,,,,
HRA100,HR.사원기본정보,NULL,,cdt,생성일,Date,,,,,
HRA100,HR.사원기본정보,NULL,,mid,수정자,Int,,,,,
HRA100,HR.사원기본정보,NULL,,mdt,수정일,Date,,,,,
HRA110,HR.사원사진,NULL,,emp_no,사번,Text,1,1,,,
HRA110,HR.사원사진,NULL,,photo,사진,Image,,,,,
HRA110,HR.사원사진,NULL,,signimg,서명,Image,,,,,
HRA110,HR.사원사진,NULL,,cid,생성자,Int,,,,,
HRA110,HR.사원사진,NULL,,cdt,생성일,Date,,,,,
HRA150,HR.개인신상,NULL,,emp_no,사번,Text,1,1,,,
HRA150,HR.개인신상,NULL,,wed_yn,결혼여부,Check,,,,,
HRA150,HR.개인신상,NULL,,woman_yn,부녀자여부,Check,,,,,
HRA150,HR.개인신상,NULL,,wed_dt,결혼기념일,Date,,,,,
HRA150,HR.개인신상,NULL,,hcap_yn,장애자여부,Check,,,,,
HRA150,HR.개인신상,NULL,,merit_bc,보훈구분,Combo,,,,,
HRA150,HR.개인신상,NULL,,merit_no,보훈번호,Text,,,,,
HRA150,HR.개인신상,NULL,,hcap_bc,장애구분,Combo,,,,,
HRA150,HR.개인신상,NULL,,hcap_lv,장애등급,Text,,,,,
HRA150,HR.개인신상,NULL,,car_yn,차량소유여부,Check,,,,,
HRA150,HR.개인신상,NULL,,car_no,차량번호,Text,,,,,
HRA150,HR.개인신상,NULL,,sc_bc,학력구분,Combo,,,,,
HRA150,HR.개인신상,NULL,,relig_bc,종교구분,Combo,,,,,
HRA150,HR.개인신상,NULL,,home_tel,집전화,Text,,,,,
HRA150,HR.개인신상,NULL,,dept_tel,부서전화,Text,,,,,
HRA150,HR.개인신상,NULL,,mobile,핸드폰,Text,,,,,
HRA150,HR.개인신상,NULL,,email,Email주소,Text,,,,,
HRA150,HR.개인신상,NULL,,email_user,Email계정,Text,,,,,
HRA150,HR.개인신상,NULL,,email_pass,Email암호,Text,,,,,
HRA150,HR.개인신상,NULL,,zip_cd,현_우편번호,Text,,,,,
HRA150,HR.개인신상,NULL,,addr1,현_주소,Text,,,,,
HRA150,HR.개인신상,NULL,,addr2,현_주소2,Text,,,,,
HRA150,HR.개인신상,NULL,,org_addr,본적,Text,,,,,
HRA150,HR.개인신상,NULL,,hi,신장,Decimal,,,,,
HRA150,HR.개인신상,NULL,,weight,체중,Decimal,,,,,
HRA150,HR.개인신상,NULL,,recom_nm,추천인성명,Text,,,,,
HRA150,HR.개인신상,NULL,,sight_left,시력_좌,Decimal,,,,,
HRA150,HR.개인신상,NULL,,sight_right,시력_우,Decimal,,,,,
HRA150,HR.개인신상,NULL,,cblind_chk,색맹여부,Text,1,,,,
HRA150,HR.개인신상,NULL,,blood_bc,혈액형구분,Combo,,,,,
HRA150,HR.개인신상,NULL,,blood_rh_bc,혈액형RH구분,Combo,,,,,
HRA150,HR.개인신상,NULL,,hobby1,NULL,Text,,,,,
HRA150,HR.개인신상,NULL,,hobby2,NULL,Text,,,,,
HRA150,HR.개인신상,NULL,,base_dt,상조회기초일자,Date,,,,,
HRA150,HR.개인신상,NULL,,base_amt,상조회기초금액,Decimal,,,,,
HRA150,HR.개인신상,NULL,,rmks,비고,Text,,,,,
HRA150,HR.개인신상,NULL,,cid,생성자,Int,,,,,
HRA150,HR.개인신상,NULL,,cdt,생성일,Date,,,,,
HRA150,HR.개인신상,NULL,,mid,수정자,Int,,,,,
HRA150,HR.개인신상,NULL,,mdt,수정일,Date,,,,,
HRA160,HR.병역,NULL,,emp_no,사번,Text,1,1,,,
HRA160,HR.병역,NULL,,spc_yn,특례보충역여부,Check,,,,,
HRA160,HR.병역,NULL,,ms_bc,역종구분,Combo,,,,,
HRA160,HR.병역,NULL,,kind_bc,군별구분,Combo,,,,,
HRA160,HR.병역,NULL,,rank_bc,계급구분,Combo,,,,,
HRA160,HR.병역,NULL,,job_bc,병과구분,Combo,,,,,
HRA160,HR.병역,NULL,,fr_dt,복무시작일,Date,,,,,
HRA160,HR.병역,NULL,,to_dt,복무종료일,Date,,,,,
HRA160,HR.병역,NULL,,ms_no,군번,Text,,,,,
HRA160,HR.병역,NULL,,rmks,비고,Text,,,,,
HRA160,HR.병역,NULL,,cid,생성자,Int,,,,,
HRA160,HR.병역,NULL,,cdt,생성일,Date,,,,,
HRA160,HR.병역,NULL,,mid,수정자,Int,,,,,
HRA160,HR.병역,NULL,,mdt,수정일,Date,,,,,
HRA170,HR.신체정보,NULL,,emp_no,사번,Text,1,1,,,
HRA170,HR.신체정보,NULL,,hi,신장,Decimal,,,,,
HRA170,HR.신체정보,NULL,,weight,체중,Decimal,,,,,
HRA170,HR.신체정보,NULL,,sight_left,시력_좌,Decimal,,,,,
HRA170,HR.신체정보,NULL,,sight_right,시력_우,Decimal,,,,,
HRA170,HR.신체정보,NULL,,cblind_yn,색맹여부,Check,,,,,
HRA170,HR.신체정보,NULL,,blood_bc,혈액형,Combo,,,,,
HRA170,HR.신체정보,NULL,,blood_rh_bc,혈액형_RH,Combo,,,,,
HRA170,HR.신체정보,NULL,,rmks,비고,Text,,,,,
HRA170,HR.신체정보,NULL,,cid,생성자,Int,,,,,
HRA170,HR.신체정보,NULL,,cdt,생성일,Date,,,,,
HRA170,HR.신체정보,NULL,,mid,수정자,Int,,,,,
HRA170,HR.신체정보,NULL,,mdt,수정일,Date,,,,,
HRA200,HR.부서,NULL,,dept_cd,부서코드,Text,1,1,,,
HRA200,HR.부서,NULL,,dept_nm,부서명,Text,,,,,
HRA200,HR.부서,NULL,,bs_cd,사업장코드,Text,,,,,
HRA200,HR.부서,NULL,,div_cd,회계단위코드,Text,,,,,
HRA200,HR.부서,NULL,,cc_cd,원가부문코드,Text,,,,,
HRA200,HR.부서,NULL,,grp_cd,사업부코드,Text,,,,,
HRA200,HR.부서,NULL,,up_dept,상위부서코드,Text,,,,,
HRA200,HR.부서,NULL,,acc_dept,전표부서코드,Text,,,,,
HRA200,HR.부서,NULL,,bud_dept,예산부서코드,Text,,,,,
HRA200,HR.부서,NULL,,dept_bc,부서구분,Combo,,,,,
HRA200,HR.부서,NULL,,dept_kd,부서유형,Combo,,,,,
HRA200,HR.부서,NULL,,grp1_bc,분류구분1,Combo,,,,,
HRA200,HR.부서,NULL,,grp2_bc,분류구분2,Combo,,,,,
HRA200,HR.부서,NULL,,grp3_bc,분류구분3,Combo,,,,,
HRA200,HR.부서,NULL,,work_bc,직군구분,Combo,,,,,
HRA200,HR.부서,NULL,,rt_kd,임율분류,Combo,,,,,
HRA200,HR.부서,NULL,,rt_bc,임율구분,Combo,,,,,
HRA200,HR.부서,NULL,,bud_yn,예산관리여부,Check,,,,,
HRA200,HR.부서,NULL,,to_yn,T/O관리여부,Check,,,,,
HRA200,HR.부서,NULL,,head_emp,부서장사번,Text,,,,,
HRA200,HR.부서,NULL,,old_dept,구부서코드,Text,,,,,
HRA200,HR.부서,NULL,,tree_yn,조직도출력여부,Check,,,,,
HRA200,HR.부서,NULL,,prt_sq,출력순번,Int,,,,,
HRA200,HR.부서,NULL,,fld_yn,현장여부,Check,,,,,
HRA200,HR.부서,NULL,,use_yn,사용여부,Check,,,,,
HRA200,HR.부서,NULL,,fr_dt,생성일,Date,,,,,
HRA200,HR.부서,NULL,,to_dt,종료일,Date,,,,,
HRA200,HR.부서,NULL,,rmks,비고,Text,,,,,
HRA200,HR.부서,NULL,,cid,등록자ID,Int,,,,,
HRA200,HR.부서,NULL,,cdt,등록일,Date,,,,,
HRA200,HR.부서,NULL,,mid,수정자ID,Int,,,,,
HRA200,HR.부서,NULL,,mdt,수정일,Date,,,,,
HRA200L,HR.부서명(언어),NULL,,cd,부서코드,Text,1,1,,,
HRA200L,HR.부서명(언어),NULL,,nm1,부서명1,Text,,,,,
HRA200L,HR.부서명(언어),NULL,,nm2,부서명2,Text,,,,,
HRA200L,HR.부서명(언어),NULL,,nm3,부서명3,Text,,,,,
HRA200L,HR.부서명(언어),NULL,,nm4,부서명4,Text,,,,,
HRA200L,HR.부서명(언어),NULL,,nm5,부서명5,Text,,,,,
HRA200L,HR.부서명(언어),NULL,,nm6,부서명6,Text,,,,,
HRA250,HR.부서변경이력,NULL,,chg_dt,변경일,Date,1,1,,,
HRA250,HR.부서변경이력,NULL,,to_dept,변경후부서코드,Text,1,1,,,
HRA250,HR.부서변경이력,NULL,,fr_dept,변경전부서코드,Text,,,,,
HRA250,HR.부서변경이력,NULL,,chg_bc,변경구분,Combo,,,,,
HRA250,HR.부서변경이력,NULL,,fr_dept_nm,변경전부서명,Text,,,,,
HRA250,HR.부서변경이력,NULL,,to_dept_nm,변경후부서명,Text,,,,,
HRA250,HR.부서변경이력,NULL,,fr_bs_cd,변경전사업장,Text,,,,,
HRA250,HR.부서변경이력,NULL,,to_bs_cd,변경후사업장,Text,,,,,
HRA250,HR.부서변경이력,NULL,,fr_grp_cd,변경전사업부코드,Text,,,,,
HRA250,HR.부서변경이력,NULL,,to_grp_cd,변경후사업부코드,Text,,,,,
HRA250,HR.부서변경이력,NULL,,rmks,비고,Text,,,,,
HRA250,HR.부서변경이력,NULL,,cid,등록자ID,Int,,,,,
HRA250,HR.부서변경이력,NULL,,cdt,등록일,Date,,,,,
HRA250,HR.부서변경이력,NULL,,mid,수정자ID,Int,,,,,
HRA250,HR.부서변경이력,NULL,,mdt,수정일,Date,,,,,
HRA260,HR.부서T/O정보,NULL,,dept_cd,부서코드,Text,1,1,,,
HRA260,HR.부서T/O정보,NULL,,fr_dt,적용일자,Date,1,1,,,
HRA260,HR.부서T/O정보,NULL,,to1_cnt,주간T/O,Int,,,,,
HRA260,HR.부서T/O정보,NULL,,to2_cnt,2교대T/O,Int,,,,,
HRA260,HR.부서T/O정보,NULL,,to3_cnt,3교대T/O,Text,,,,,
HRA260,HR.부서T/O정보,NULL,,to43_cnt,4조3교대T/O,Text,,,,,
HRA260,HR.부서T/O정보,NULL,,in_cnt,입사예정인원_주간,Int,,,,,
HRA260,HR.부서T/O정보,NULL,,in2_cnt,입사예정인원_2교대,Int,,,,,
HRA260,HR.부서T/O정보,NULL,,out_cnt,퇴사예정인원_주간,Int,,,,,
HRA260,HR.부서T/O정보,NULL,,out2_cnt,퇴사예정인원_2교대,Int,,,,,
HRA260,HR.부서T/O정보,NULL,,rmks,비고,Text,,,,,
HRA260,HR.부서T/O정보,NULL,,cid,등록자ID,Int,,,,,
HRA260,HR.부서T/O정보,NULL,,cdt,등록일,Date,,,,,
HRA260,HR.부서T/O정보,NULL,,mid,수정자ID,Int,,,,,
HRA260,HR.부서T/O정보,NULL,,mdt,수정일,Date,,,,,
HRK100,HR.사원가족,NULL,,emp_no,사번,Text,1,1,,,
HRK100,HR.사원가족,NULL,,sq_no,순번,Int,1,1,,,
HRK100,HR.사원가족,NULL,,name,가족성명,Text,,,,,
HRK100,HR.사원가족,NULL,,fmly_bc,가족관계코드,Combo,,,,,
HRK100,HR.사원가족,NULL,,id_no,주민번호,Text,,,,,
HRK100,HR.사원가족,NULL,,bir_dt,생년월일,Date,,,,,
HRK100,HR.사원가족,NULL,,sc_bc,학력구분,Combo,,,,,
HRK100,HR.사원가족,NULL,,job,직업,Text,,,,,
HRK100,HR.사원가족,NULL,,comp_nm,근무회사,Text,,,,,
HRK100,HR.사원가족,NULL,,rank,근무회사직위,Text,,,,,
HRK100,HR.사원가족,NULL,,tax_cd,정산_관계코드,Text,,,,,
HRK100,HR.사원가족,NULL,,base_yn,정산_기본공제여부,Check,,,,,
HRK100,HR.사원가족,NULL,,hcap_yn,정산_장애여부,Check,,,,,
HRK100,HR.사원가족,NULL,,pay_yn,가족수당여부,Check,,,,,
HRK100,HR.사원가족,NULL,,medi_yn,건강보험여부,Check,,,,,
HRK100,HR.사원가족,NULL,,rmks,비고,Text,,,,,
HRK100,HR.사원가족,NULL,,cid,생성자,Int,,,,,
HRK100,HR.사원가족,NULL,,cdt,생성일,Date,,,,,
HRK100,HR.사원가족,NULL,,mid,수정자,Int,,,,,
HRK100,HR.사원가족,NULL,,mdt,수정일,Date,,,,,
HRK110,HR.학력,NULL,,emp_no,사번,Text,1,1,,,
HRK110,HR.학력,NULL,,sq_no,순번,Int,1,1,,,
HRK110,HR.학력,NULL,,fr_dt,입학년월,Date,,,,,
HRK110,HR.학력,NULL,,to_dt,졸업년월,Date,,,,,
HRK110,HR.학력,NULL,,school_bc,학력구분,Combo,,,,,
HRK110,HR.학력,NULL,,school_cd,학교코드,Text,,,,,
HRK110,HR.학력,NULL,,school_nm,학교명,Text,,,,,
HRK110,HR.학력,NULL,,major,전공,Text,,,,,
HRK110,HR.학력,NULL,,location,소재지,Text,,,,,
HRK110,HR.학력,NULL,,rmks,비고,Text,,,,,
HRK110,HR.학력,NULL,,cid,생성자,Int,,,,,
HRK110,HR.학력,NULL,,cdt,생성일,Date,,,,,
HRK110,HR.학력,NULL,,mid,수정자,Int,,,,,
HRK110,HR.학력,NULL,,mdt,수정일,Date,,,,,
HRK120,HR.경력,NULL,,emp_no,사번,Text,1,1,,,
HRK120,HR.경력,NULL,,sq_no,순번,Int,1,1,,,
HRK120,HR.경력,NULL,,fr_dt,전회사입사일,Date,,,,,
HRK120,HR.경력,NULL,,to_dt,전회사퇴사일,Date,,,,,
HRK120,HR.경력,NULL,,co_nm,회사명,Text,,,,,
HRK120,HR.경력,NULL,,dept_nm,전회사부서명,Text,,,,,
HRK120,HR.경력,NULL,,rank_nm,전회사직위,Text,,,,,
HRK120,HR.경력,NULL,,work_part,담당업무,Text,,,,,
HRK120,HR.경력,NULL,,work_year,인정경력_년,Int,,,,,
HRK120,HR.경력,NULL,,work_month,인정경력_월,Int,,,,,
HRK120,HR.경력,NULL,,same_yn,동종여부,Check,,,,,
HRK120,HR.경력,NULL,,term,기간,Text,,,,,
HRK120,HR.경력,NULL,,rmks,비고,Text,,,,,
HRK120,HR.경력,NULL,,cid,생성자,Int,,,,,
HRK120,HR.경력,NULL,,cdt,생성일,Date,,,,,
HRK120,HR.경력,NULL,,mid,수정자,Int,,,,,
HRK120,HR.경력,NULL,,mdt,수정일,Date,,,,,
HRK130,HR.상벌,NULL,,emp_no,사번,Text,1,1,,,
HRK130,HR.상벌,NULL,,sq_no,순번,Int,1,1,,,
HRK130,HR.상벌,NULL,,rp_dt,상벌일자,Date,,,,,
HRK130,HR.상벌,NULL,,rp_nm,상벌종류명,Text,,,,,
HRK130,HR.상벌,NULL,,rp_bc,상벌구분,Combo,,,,,
HRK130,HR.상벌,NULL,,award_bc,표창구분,Combo,,,,,
HRK130,HR.상벌,NULL,,iss_no,포상번호,Text,,,,,
HRK130,HR.상벌,NULL,,iss_nm,포상권자,Text,,,,,
HRK130,HR.상벌,NULL,,ok_dt,확인일자,Date,,,,,
HRK130,HR.상벌,NULL,,rmks,비고,Text,,,,,
HRK130,HR.상벌,NULL,,cid,생성자,Int,,,,,
HRK130,HR.상벌,NULL,,cdt,생성일,Date,,,,,
HRK130,HR.상벌,NULL,,mid,수정자,Int,,,,,
HRK130,HR.상벌,NULL,,mdt,수정일,Date,,,,,
HRK140,HR.외국어,NULL,,emp_no,사번,Text,1,1,,,
HRK140,HR.외국어,NULL,,sq_no,순번,Int,1,1,,,
HRK140,HR.외국어,NULL,,lang_bc,어학구분,Combo,,,,,
HRK140,HR.외국어,NULL,,exam_bc,어학시험종류,Combo,,,,,
HRK140,HR.외국어,NULL,,lv_bc,어학능력구분,Combo,,,,,
HRK140,HR.외국어,NULL,,lang_pt,어학점수,Text,,,,,
HRK140,HR.외국어,NULL,,organ_nm,발행기관,Text,,,,,
HRK140,HR.외국어,NULL,,fr_dt,취득일자,Date,,,,,
HRK140,HR.외국어,NULL,,to_dt,유효일자,Date,,,,,
HRK140,HR.외국어,NULL,,rmks,비고,Text,,,,,
HRK140,HR.외국어,NULL,,cid,생성자,Int,,,,,
HRK140,HR.외국어,NULL,,cdt,생성일,Date,,,,,
HRK140,HR.외국어,NULL,,mid,수정자,Int,,,,,
HRK140,HR.외국어,NULL,,mdt,수정일,Date,,,,,
HRK170,HR.자격면허,NULL,,emp_no,사번,Text,1,1,,,
HRK170,HR.자격면허,NULL,,sq_no,순번,Int,1,1,,,
HRK170,HR.자격면허,NULL,,reg_nm,자격증명,Text,,,,,
HRK170,HR.자격면허,NULL,,lv_bc,등급코드,Combo,,,,,
HRK170,HR.자격면허,NULL,,reg_no,자격증번호,Text,,,,,
HRK170,HR.자격면허,NULL,,fr_dt,취득일자,Date,,,,,
HRK170,HR.자격면허,NULL,,to_dt,만료일자,Date,,,,,
HRK170,HR.자격면허,NULL,,organ_nm,발행기관명,Text,,,,,
HRK170,HR.자격면허,NULL,,assign_dt,선임일자,Date,,,,,
HRK170,HR.자격면허,NULL,,pay_yn,인정여부,Check,,,,,
HRK170,HR.자격면허,NULL,,rmks,비고,Text,,,,,
HRK170,HR.자격면허,NULL,,cid,생성자,Int,,,,,
HRK170,HR.자격면허,NULL,,cdt,생성일,Date,,,,,
HRK170,HR.자격면허,NULL,,mid,수정자,Int,,,,,
HRK170,HR.자격면허,NULL,,mdt,수정일,Date,,,,,
HRK180,HR.교육,NULL,,emp_no,사번,Text,1,1,,,
HRK180,HR.교육,NULL,,sq_no,순번,Int,1,1,,,
HRK180,HR.교육,NULL,,plan_fr,계획시작일,Date,,,,,
HRK180,HR.교육,NULL,,fr_dt,시작일,Date,,,,,
HRK180,HR.교육,NULL,,plan_to,계획종료일,Date,,,,,
HRK180,HR.교육,NULL,,to_dt,종료일,Date,,,,,
HRK180,HR.교육,NULL,,edu_time,교육시간,Decimal,,,,,
HRK180,HR.교육,NULL,,edu_amt,교육경비,Decimal,,,,,
HRK180,HR.교육,NULL,,edu_bc,교육구분,Combo,,,,,
HRK180,HR.교육,NULL,,edu_nm,교육과정명,Text,,,,,
HRK180,HR.교육,NULL,,organ_nm,교육기관명,Text,,,,,
HRK180,HR.교육,NULL,,edu_result,교육결과,Text,,,,,
HRK180,HR.교육,NULL,,edu_cd,교육과정,Combo,,,,,
HRK180,HR.교육,NULL,,rmks,비고,Text,,,,,
HRK180,HR.교육,NULL,,cid,생성자,Int,,,,,
HRK180,HR.교육,NULL,,docu_no,문서번호,Text,,,,,
HRK180,HR.교육,NULL,,cdt,생성일,Date,,,,,
HRK180,HR.교육,NULL,,loc_bc,사내외구분,Combo,,,,,
HRK180,HR.교육,NULL,,mid,수정자,Int,,,,,
HRK180,HR.교육,NULL,,mdt,수정일,Date,,,,,
HRK200,HR.신원보증,NULL,,emp_no,사번,Text,1,1,,,
HRK200,HR.신원보증,NULL,,sq_no,순번,Int,1,1,,,
HRK200,HR.신원보증,NULL,,grnt_bc,보증구분,Combo,,,,,
HRK200,HR.신원보증,NULL,,grntor_nm,보증인_성명,Text,,,,,
HRK200,HR.신원보증,NULL,,grntor_rela,보증인_관계,Text,,,,,
HRK200,HR.신원보증,NULL,,grntor_job,보증인_직업,Text,,,,,
HRK200,HR.신원보증,NULL,,grntor_id,보증인_주민번호,Text,,,,,
HRK200,HR.신원보증,NULL,,grntor_addr,보증인_주소,Text,,,,,
HRK200,HR.신원보증,NULL,,grntor_tel,보증인_전화번호,Text,,,,,
HRK200,HR.신원보증,NULL,,insu_comp,보증보험기관,Text,,,,,
HRK200,HR.신원보증,NULL,,insu_no,증권번호,Text,,,,,
HRK200,HR.신원보증,NULL,,insu_nm,가입자,Text,,,,,
HRK200,HR.신원보증,NULL,,insu_tot,보험가입금액,Decimal,,,,,
HRK200,HR.신원보증,NULL,,insu_amt,보험료,Decimal,,,,,
HRK200,HR.신원보증,NULL,,fr_dt,보증시작일,Date,,,,,
HRK200,HR.신원보증,NULL,,to_dt,보증종료일,Date,,,,,
HRK200,HR.신원보증,NULL,,end_yn,만료여부,Check,,,,,
HRK200,HR.신원보증,NULL,,rmks,비고,Text,,,,,
HRK200,HR.신원보증,NULL,,cid,생성자,Int,,,,,
HRK200,HR.신원보증,NULL,,cdt,생성일,Date,,,,,
HRK200,HR.신원보증,NULL,,mid,수정자,Int,,,,,
HRK200,HR.신원보증,NULL,,mdt,수정일,Date,,,,,
HRK220,HR.직무이력,NULL,,emp_no,사번,Text,1,1,,,
HRK220,HR.직무이력,NULL,,sq_no,순번,Int,1,1,,,
HRK220,HR.직무이력,NULL,,fr_dt,수임일자,Date,,,,,
HRK220,HR.직무이력,NULL,,to_dt,해임일자,Date,,,,,
HRK220,HR.직무이력,NULL,,duty_bc,직무구분,Combo,,,,,
HRK220,HR.직무이력,NULL,,work_nm,담당업무,Text,,,,,
HRK220,HR.직무이력,NULL,,rmks,비고,Text,,,,,
HRK220,HR.직무이력,NULL,,cre_uid,등록자,Int,,,,,
HRK220,HR.직무이력,NULL,,cre_dt,등록일,Date,,,,,
HRK220,HR.직무이력,NULL,,reg_uid,수정자,Int,,,,,
HRK220,HR.직무이력,NULL,,reg_dt,수정일,Date,,,,,
HRK230,HR.휴직,NULL,,emp_no,사번,Text,1,1,,,
HRK230,HR.휴직,NULL,,fr_dt,휴직시작일,Date,1,1,,,
HRK230,HR.휴직,NULL,,to_dt,휴직종료일,Date,,,,,
HRK230,HR.휴직,NULL,,rmks,사유,Text,,,,,
HRK230,HR.휴직,NULL,,cid,생성자,Int,,,,,
HRK230,HR.휴직,NULL,,cdt,생성일,Date,,,,,
HRK230,HR.휴직,NULL,,mid,수정자,Int,,,,,
HRK230,HR.휴직,NULL,,mdt,수정일,Date,,,,,
HRK240,HR.출장파견,NULL,,emp_no,사번,Text,1,1,,,
HRK240,HR.출장파견,NULL,,sq_no,순번,Int,1,1,,,
HRK240,HR.출장파견,NULL,,fr_dt,출장시작일,Date,,,,,
HRK240,HR.출장파견,NULL,,to_dt,출장종료일,Date,,,,,
HRK240,HR.출장파견,NULL,,nat_bc,출장파견국가구분,Combo,,,,,
HRK240,HR.출장파견,NULL,,trip_co,출장파견법인코드,Text,,,,,
HRK240,HR.출장파견,NULL,,trip_area,출장처,Text,,,,,
HRK240,HR.출장파견,NULL,,trip_amt,출장경비,Decimal,,,,,
HRK240,HR.출장파견,NULL,,rmks,사유,Text,,,,,
HRK240,HR.출장파견,NULL,,cid,생성자,Int,,,,,
HRK240,HR.출장파견,NULL,,cdt,생성일,Date,,,,,
HRK240,HR.출장파견,NULL,,mid,수정자,Int,,,,,
HRK240,HR.출장파견,NULL,,mdt,수정일,Date,,,,,
HRK250,HR.여권비자,NULL,,emp_no,사번,Text,1,1,,,
HRK250,HR.여권비자,NULL,,sq_no,순번,Int,1,1,,,
HRK250,HR.여권비자,NULL,,fr_dt,발급일자,Date,,,,,
HRK250,HR.여권비자,NULL,,to_dt,만료일자,Date,,,,,
HRK250,HR.여권비자,NULL,,pass_bc,비자여권구분,Combo,,,,,
HRK250,HR.여권비자,NULL,,pass_no,여권번호,Text,,,,,
HRK250,HR.여권비자,NULL,,keep_bc,보관구분,Combo,,,,,
HRK250,HR.여권비자,NULL,,iss_amt,발급경비,Decimal,,,,,
HRK250,HR.여권비자,NULL,,out_dt,여권전달일,Date,,,,,
HRK250,HR.여권비자,NULL,,in_dt,여권회수일,Date,,,,,
HRK250,HR.여권비자,NULL,,nat_cd,국가코드,Text,,,,,
HRK250,HR.여권비자,NULL,,rmks,비고,Text,,,,,
HRK250,HR.여권비자,NULL,,cid,생성자,Int,,,,,
HRK250,HR.여권비자,NULL,,cdt,생성일,Date,,,,,
HRK250,HR.여권비자,NULL,,mid,수정자,Int,,,,,
HRK250,HR.여권비자,NULL,,mdt,수정일,Date,,,,,
HRK260,HR.재해,NULL,,emp_no,사번,Text,1,1,,,
HRK260,HR.재해,NULL,,fr_dt,재해발생일,Date,1,1,,,
HRK260,HR.재해,NULL,,fr_hr,재해발생시간,Int,,,,,
HRK260,HR.재해,NULL,,fr_mm,재해발생분,Int,,,,,
HRK260,HR.재해,NULL,,to_dt,재해종료일,Date,,,,,
HRK260,HR.재해,NULL,,iss_emp_no,보고자,Text,,,,,
HRK260,HR.재해,NULL,,acc_bc,재해구분,Combo,,,,,
HRK260,HR.재해,NULL,,iss_place,발생장소,Text,,,,,
HRK260,HR.재해,NULL,,med_place,진료처,Text,,,,,
HRK260,HR.재해,NULL,,iss_bc,발생구분,Combo,,,,,
HRK260,HR.재해,NULL,,iss_rmk,발생구분비고,Text,,,,,
HRK260,HR.재해,NULL,,grade_bc,장애등급구분,Combo,,,,,
HRK260,HR.재해,NULL,,dmg_bc,상해종류,Combo,,,,,
